url_length,domain_length,num_dots,num_hyphens,num_digits,num_special_chars,has_https,has_ip,has_at_symbol,num_subdomains,label
46,34,2,1,1,1,0,0,1,1,1
45,27,2,3,2,0,0,0,0,0,1
46,14,4,1,11,0,0,1,0,2,1
26,12,1,0,0,0,1,0,0,0,0
29,15,2,0,0,0,1,0,0,1,0
36,15,2,0,0,0,1,0,0,1,0
42,35,5,0,0,0,0,0,0,4,1
46,25,2,0,0,0,1,0,0,1,0
28,13,1,0,1,0,1,0,0,0,1
61,12,1,2,10,4,0,0,0,0,1
65,16,1,2,10,4,0,0,0,0,1
60,10,1,2,8,4,0,0,0,0,1
60,10,1,2,7,4,0,0,0,0,1
53,13,2,0,4,5,1,0,0,1,0
39,27,2,1,2,1,0,0,1,1,1
41,19,2,0,0,2,1,0,0,1,0
30,13,1,0,0,0,1,0,0,0,0
52,33,2,3,1,0,1,0,0,0,1
25,16,3,0,0,0,1,0,0,2,0
33,20,2,0,0,0,1,0,0,1,0
64,20,2,0,4,5,1,0,0,1,0
44,32,2,1,2,1,0,0,1,1,1
48,30,2,3,1,0,0,0,0,0,1
45,27,2,3,2,0,0,0,0,0,1
24,11,2,0,0,0,1,0,0,1,0
46,7,1,0,4,5,1,0,0,0,0
30,16,2,0,0,0,1,0,0,1,0
56,8,1,2,8,4,1,0,0,0,1
37,15,3,0,0,0,1,0,0,1,0
37,15,3,0,0,0,1,0,0,1,0
47,39,5,0,1,0,1,0,0,4,1
42,16,2,0,4,0,1,0,0,1,0
64,15,2,0,8,5,1,0,0,1,0
50,12,2,0,3,5,1,0,0,1,0
49,31,2,3,1,0,0,0,0,0,1
71,13,2,0,4,5,1,0,0,1,0
32,15,2,0,0,0,1,0,0,1,0
64,13,1,2,12,4,0,0,0,0,1
35,14,2,0,0,0,1,0,0,1,0
50,31,2,3,0,0,1,0,0,0,1
42,29,2,1,1,1,1,0,1,1,1
26,18,2,0,0,0,1,0,0,1,0
47,29,2,3,0,0,0,0,0,0,1
42,35,5,0,2,0,0,0,0,4,1
40,18,2,0,0,2,1,0,0,1,0
27,18,2,0,0,0,1,0,0,1,0
41,29,2,1,1,1,0,0,1,1,1
51,16,2,0,0,0,1,0,0,1,0
40,28,2,1,2,1,0,0,1,1,1
40,32,5,0,1,0,1,0,0,4,1
44,36,5,0,2,0,1,0,0,4,1
26,11,1,0,1,0,0,0,0,0,1
32,18,2,0,0,0,1,0,0,1,0
47,14,4,1,11,0,0,1,0,2,1
25,11,1,0,1,0,0,0,0,0,1
24,12,2,0,0,0,0,0,0,1,0
58,9,1,2,5,4,0,0,0,0,1
40,18,3,0,0,0,1,0,0,1,0
35,13,2,0,0,2,1,0,0,1,0
39,18,2,0,0,0,1,0,0,1,0
24,9,1,0,1,0,1,0,0,0,1
33,18,1,1,0,0,0,0,0,0,1
40,33,5,0,1,0,0,0,0,4,1
51,12,1,0,3,5,1,0,0,0,0
39,26,2,1,1,1,1,0,1,1,1
58,10,1,2,7,4,1,0,0,0,1
43,30,2,1,1,1,1,0,1,1,1
43,25,2,3,1,0,0,0,0,0,1
30,15,1,0,1,0,0,0,0,0,1
62,12,1,2,11,4,0,0,0,0,1
29,15,2,0,0,0,1,0,0,1,0
31,18,2,0,0,0,1,0,0,1,0
29,14,2,0,0,0,0,0,0,1,0
52,14,4,1,11,0,0,1,0,2,1
47,40,5,0,0,0,0,0,0,4,1
50,14,2,0,4,5,1,0,0,1,0
42,30,2,1,2,1,0,0,1,1,1
29,15,2,0,0,0,1,0,0,1,0
43,30,2,1,2,1,1,0,1,1,1
24,15,2,0,0,0,1,0,0,1,0
36,22,2,0,0,0,1,0,0,1,0
52,33,2,3,1,0,1,0,0,0,1
29,13,1,0,0,0,1,0,0,0,0
47,14,4,1,11,0,0,1,0,2,1
28,15,2,0,0,0,1,0,0,1,0
50,32,2,3,0,0,0,0,0,0,1
63,12,1,2,6,4,1,0,0,0,1
61,9,1,2,6,4,0,0,0,0,1
35,20,1,1,0,0,0,0,0,0,1
29,13,2,0,0,0,1,0,0,1,0
27,14,2,0,0,0,1,0,0,1,0
27,12,1,1,0,0,0,0,0,0,1
29,16,2,0,0,0,1,0,0,1,0
33,11,1,0,0,2,1,0,0,0,0
27,13,1,0,1,0,0,0,0,0,1
73,13,2,0,4,5,0,0,0,1,0
30,16,2,0,0,0,1,0,0,1,0
37,11,1,0,4,0,1,0,0,0,0
50,32,2,3,1,0,0,0,0,0,1
28,15,2,0,0,0,1,0,0,1,0
50,31,2,3,0,0,1,0,0,0,1
26,13,2,0,0,0,1,0,0,1,0
27,12,1,0,1,0,0,0,0,0,1
49,14,2,0,4,5,0,0,0,1,0
46,39,5,0,3,0,0,0,0,4,1
53,9,1,0,4,5,1,0,0,0,0
60,11,1,2,7,4,0,0,0,0,1
34,13,2,0,0,0,1,0,0,1,0
50,32,2,3,1,0,0,0,0,0,1
48,15,4,1,12,0,1,1,0,2,1
25,12,2,0,0,0,1,0,0,1,0
45,12,4,1,9,0,1,1,0,2,1
36,10,2,0,4,0,1,0,0,1,0
46,33,2,1,2,1,1,0,1,1,1
43,30,2,1,0,1,1,0,1,1,1
45,37,5,0,3,0,1,0,0,4,1
20,11,2,0,0,0,1,0,0,1,0
34,17,2,0,0,0,1,0,0,1,0
42,35,5,0,1,0,0,0,0,4,1
78,17,2,0,4,5,1,0,0,1,0
21,13,2,0,0,0,1,0,0,1,0
34,21,2,1,3,1,1,0,1,1,1
39,13,2,0,4,0,1,0,0,1,0
52,34,2,3,2,0,0,0,0,0,1
46,33,2,1,1,1,1,0,1,1,1
50,32,2,3,0,0,0,0,0,0,1
60,12,1,2,5,4,0,0,0,0,1
51,39,2,1,1,1,0,0,1,1,1
40,18,2,0,0,2,1,0,0,1,0
43,36,5,0,2,0,0,0,0,4,1
47,13,4,1,10,0,0,1,0,2,1
61,11,1,2,8,4,0,0,0,0,1
43,31,2,1,1,1,0,0,1,1,1
51,16,2,0,0,0,1,0,0,1,0
50,15,2,0,4,5,1,0,0,1,0
55,13,2,0,4,5,1,0,0,1,0
46,13,4,1,10,0,1,1,0,2,1
26,18,2,0,0,0,1,0,0,1,0
50,15,4,1,12,0,0,1,0,2,1
32,19,1,1,0,0,0,0,0,0,1
22,13,1,0,0,0,1,0,0,0,0
59,15,2,0,4,5,1,0,0,1,0
34,18,2,0,0,0,1,0,0,1,0
45,27,2,3,1,0,0,0,0,0,1
47,29,2,3,2,0,0,0,0,0,1
44,12,4,1,9,0,0,1,0,2,1
67,22,2,0,4,7,1,0,0,1,0
43,17,2,0,4,0,1,0,0,1,0
32,18,2,0,0,0,1,0,0,1,0
46,34,2,1,1,1,0,0,1,1,1
53,18,2,0,0,0,1,0,0,1,0
35,22,2,1,0,1,1,0,1,1,1
23,8,1,0,1,0,1,0,0,0,1
65,17,2,0,4,7,1,0,0,1,0
46,20,2,0,4,0,1,0,0,1,0
42,34,5,0,1,0,1,0,0,4,1
49,31,2,3,2,0,0,0,0,0,1
27,13,1,0,0,0,1,0,0,0,0
38,31,5,0,1,0,0,0,0,4,1
49,42,5,0,4,0,0,0,0,4,1
21,12,2,0,0,0,1,0,0,1,0
57,8,1,2,6,4,1,0,0,0,1
33,19,2,0,0,0,1,0,0,1,0
25,12,2,0,0,0,1,0,0,1,0
47,39,5,0,0,0,1,0,0,4,1
60,18,2,0,4,5,1,0,0,1,0
26,12,2,0,0,0,1,0,0,1,0
45,32,2,1,4,1,1,0,1,1,1
27,11,2,0,0,0,1,0,0,1,0
49,30,2,3,0,0,1,0,0,0,1
58,11,1,2,9,4,0,0,0,0,1
29,21,2,0,0,0,0,0,0,1,0
46,39,5,0,1,0,0,0,0,4,1
32,18,2,0,0,0,1,0,0,1,0
49,15,4,1,12,0,0,1,0,2,1
37,30,5,0,2,0,0,0,0,4,1
28,14,1,0,1,0,0,0,0,0,1
63,12,1,2,8,4,0,0,0,0,1
31,13,1,0,1,0,1,0,0,0,1
38,16,3,0,0,0,1,0,0,1,0
62,12,1,2,8,4,1,0,0,0,1
47,13,4,1,10,0,0,1,0,2,1
35,22,2,0,0,0,1,0,0,1,0
49,12,4,1,9,0,0,1,0,2,1
48,13,2,0,0,0,1,0,0,1,0
40,18,3,0,0,0,1,0,0,1,0
35,14,2,0,0,0,1,0,0,1,0
29,13,1,0,0,0,1,0,0,0,0
42,12,4,1,9,0,1,1,0,2,1
42,30,2,1,3,1,0,0,1,1,1
56,17,2,0,4,5,0,0,0,1,0
14,6,1,0,0,0,1,0,0,0,0
46,14,4,1,11,0,0,1,0,2,1
60,9,1,2,9,4,1,0,0,0,1
45,13,4,1,10,0,0,1,0,2,1
46,27,2,3,1,0,1,0,0,0,1
29,13,2,0,0,0,1,0,0,1,0
38,31,5,0,0,0,0,0,0,4,1
31,15,2,0,0,0,1,0,0,1,0
51,17,2,0,0,0,0,0,0,1,0
41,32,3,0,0,0,1,0,0,2,0
32,18,2,0,0,0,1,0,0,1,0
24,11,2,0,0,0,1,0,0,1,0
34,12,2,0,0,2,1,0,0,1,0
39,27,2,1,1,1,0,0,1,1,1
34,17,2,0,0,0,1,0,0,1,0
32,15,2,0,0,0,1,0,0,1,0
45,33,2,1,1,1,0,0,1,1,1
45,33,2,1,0,1,0,0,1,1,1
49,31,2,3,1,0,0,0,0,0,1
56,14,2,0,4,5,1,0,0,1,0
60,11,1,2,4,4,1,0,0,0,1
41,28,2,1,2,1,1,0,1,1,1
44,32,2,1,0,1,0,0,1,1,1
47,13,4,1,10,0,0,1,0,2,1
27,14,2,0,0,0,1,0,0,1,0
36,15,2,0,0,0,1,0,0,1,0
27,12,1,0,1,0,1,0,0,0,1
27,13,1,0,1,0,1,0,0,0,1
77,12,2,0,4,5,1,0,0,1,0
34,17,2,0,0,0,1,0,0,1,0
57,17,2,0,4,5,1,0,0,1,0
24,15,3,0,0,0,1,0,0,2,0
27,14,1,0,1,0,0,0,0,0,1
54,19,2,0,4,5,1,0,0,1,0
47,29,2,3,1,0,0,0,0,0,1
64,18,2,0,4,5,1,0,0,1,0
43,36,5,0,2,0,0,0,0,4,1
25,10,1,0,1,0,1,0,0,0,1
37,16,2,0,0,2,0,0,0,1,0
46,13,4,1,10,0,0,1,0,2,1
45,38,5,0,0,0,0,0,0,4,1
28,12,1,1,0,0,1,0,0,0,1
45,38,5,0,0,0,0,0,0,4,1
22,7,1,0,1,0,0,0,0,0,1
42,30,2,1,1,1,0,0,1,1,1
46,12,4,1,9,0,1,1,0,2,1
37,15,3,0,0,0,1,0,0,1,0
65,17,1,2,9,4,0,0,0,0,1
38,22,2,0,0,0,1,0,0,1,0
58,9,1,2,6,4,0,0,0,0,1
31,17,2,0,0,0,1,0,0,1,0
42,20,3,0,0,0,1,0,0,1,0
58,8,1,2,8,4,0,0,0,0,1
43,35,5,0,1,0,1,0,0,4,1
25,11,1,0,1,0,1,0,0,0,1
50,15,4,1,12,0,1,1,0,2,1
34,19,1,1,0,0,0,0,0,0,1
26,9,1,0,0,0,1,0,0,0,0
44,18,2,0,4,0,1,0,0,1,0
48,41,5,0,1,0,0,0,0,4,1
47,29,2,3,3,0,0,0,0,0,1
50,43,5,0,1,0,0,0,0,4,1
49,36,2,1,1,1,1,0,1,1,1
44,37,5,0,1,0,0,0,0,4,1
23,9,1,0,1,0,0,0,0,0,1
60,11,1,2,8,4,0,0,0,0,1
46,12,4,1,9,0,0,1,0,2,1
37,15,3,0,0,0,1,0,0,1,0
27,6,1,0,0,0,1,0,0,0,0
62,14,1,2,7,4,0,0,0,0,1
44,37,5,0,1,0,0,0,0,4,1
29,13,1,0,0,0,1,0,0,0,0
39,26,2,1,1,1,1,0,1,1,1
42,16,2,0,4,0,1,0,0,1,0
55,8,2,0,4,5,0,0,0,0,0
34,13,2,0,0,0,1,0,0,1,0
56,14,2,0,4,5,1,0,0,1,0
65,14,1,2,9,4,0,0,0,0,1
26,10,1,0,0,0,1,0,0,0,0
43,12,4,1,9,0,0,1,0,2,1
49,31,2,3,1,0,0,0,0,0,1
41,15,2,0,4,0,1,0,0,1,0
41,12,4,1,9,0,0,1,0,2,1
73,15,2,0,4,5,1,0,0,1,0
59,10,1,2,6,4,0,0,0,0,1
49,30,2,3,2,0,1,0,0,0,1
36,15,2,0,0,0,1,0,0,1,0
46,33,2,1,2,1,1,0,1,1,1
41,19,3,0,0,0,1,0,0,1,0
60,9,1,2,8,4,0,0,0,0,1
31,16,1,0,1,0,0,0,0,0,1
32,19,2,0,0,0,1,0,0,1,0
26,18,2,0,0,0,1,0,0,1,0
61,15,2,0,4,5,1,0,0,1,0
27,11,1,0,0,0,1,0,0,0,0
52,17,2,0,0,0,1,0,0,1,0
42,35,5,0,2,0,0,0,0,4,1
27,14,1,0,0,0,1,0,0,0,0
46,34,2,1,0,1,0,0,1,1,1
36,24,2,1,2,1,0,0,1,1,1
52,34,2,3,1,0,0,0,0,0,1
25,11,1,0,1,0,0,0,0,0,1
41,33,5,0,1,0,1,0,0,4,1
51,33,2,3,1,0,0,0,0,0,1
35,21,1,1,0,0,0,0,0,0,1
30,14,2,0,0,0,1,0,0,1,0
40,27,2,1,0,1,1,0,1,1,1
42,35,5,0,3,0,0,0,0,4,1
35,13,2,0,0,2,1,0,0,1,0
46,28,2,3,1,0,0,0,0,0,1
61,10,1,2,10,4,1,0,0,0,1
25,10,1,0,0,0,0,0,0,0,0
64,12,3,0,4,5,1,0,0,1,0
36,15,2,0,0,0,1,0,0,1,0
35,18,2,0,0,0,1,0,0,1,0
27,13,1,0,1,0,1,0,0,0,0
48,30,2,3,1,0,0,0,0,0,1
58,16,2,0,4,5,1,0,0,1,0
68,16,2,0,8,5,1,0,0,1,0
29,13,1,0,1,0,1,0,0,0,1
22,13,2,0,0,0,1,0,0,1,0
52,13,2,0,4,5,1,0,0,1,0
66,15,1,2,7,4,1,0,0,0,1
37,15,4,0,0,0,1,0,0,2,0
43,25,2,3,2,0,0,0,0,0,1
42,12,4,1,9,0,0,1,0,2,1
45,38,5,0,0,0,0,0,0,4,1
31,14,2,0,0,0,1,0,0,1,0
27,14,2,0,0,0,1,0,0,1,0
32,18,2,0,0,0,1,0,0,1,0
33,17,2,0,0,0,1,0,0,1,0
36,15,2,0,0,0,1,0,0,1,0
45,10,1,0,0,0,1,0,0,0,0
38,26,2,1,0,1,0,0,1,1,1
65,12,1,2,8,4,0,0,0,0,1
27,13,2,0,0,0,1,0,0,1,0
48,30,2,3,3,0,0,0,0,0,1
24,9,1,0,1,0,0,0,0,0,1
46,28,2,3,1,0,0,0,0,0,1
27,11,2,0,0,0,1,0,0,1,0
42,35,5,0,2,0,0,0,0,4,1
30,13,1,0,0,0,1,0,0,0,0
39,32,5,0,2,0,0,0,0,4,1
27,12,1,0,1,0,0,0,0,0,1
37,15,3,0,0,0,1,0,0,1,0
66,14,3,0,4,5,1,0,0,1,0
52,14,2,0,3,5,1,0,0,1,0
53,35,2,3,3,0,0,0,0,0,1
47,13,4,1,10,0,0,1,0,2,1
48,29,2,3,1,0,1,0,0,0,1
23,14,2,0,0,0,1,0,0,1,0
59,10,1,2,9,4,0,0,0,0,1
56,8,1,2,9,4,0,0,0,0,1
66,18,2,0,4,7,1,0,0,1,0
21,8,1,0,0,0,1,0,0,0,0
38,16,4,0,0,0,1,0,0,2,0
39,32,5,0,2,0,0,0,0,4,1
40,33,5,0,2,0,0,0,0,4,1
44,18,2,0,4,0,1,0,0,1,0
51,32,2,3,0,0,1,0,0,0,1
53,19,2,0,4,5,1,0,0,1,0
35,14,2,0,0,0,1,0,0,1,0
54,15,2,0,4,5,1,0,0,1,0
63,13,1,2,4,4,0,0,0,0,1
48,30,2,3,1,0,0,0,0,0,1
30,15,1,1,0,0,0,0,0,0,1
40,32,5,0,0,0,1,0,0,4,1
33,20,2,0,0,0,1,0,0,1,0
27,13,1,0,1,0,0,0,0,0,1
47,13,4,1,10,0,1,1,0,2,1
40,14,2,0,4,0,1,0,0,1,0
66,18,3,0,4,5,1,0,0,1,0
45,32,2,1,0,1,1,0,1,1,1
43,31,2,1,1,1,0,0,1,1,1
23,10,1,0,0,0,1,0,0,0,0
62,15,2,0,4,5,1,0,0,1,0
69,16,1,2,10,4,0,0,0,0,1
30,21,2,0,1,0,1,0,0,1,0
45,27,2,3,1,0,0,0,0,0,1
46,13,4,1,10,0,1,1,0,2,1
34,18,2,0,0,0,1,0,0,1,0
43,31,2,1,0,1,0,0,1,1,1
38,26,2,1,2,1,0,0,1,1,1
45,33,2,1,0,1,0,0,1,1,1
44,13,4,1,10,0,0,1,0,2,1
44,32,2,1,1,1,0,0,1,1,1
53,41,2,1,1,1,0,0,1,1,1
43,17,2,0,4,0,1,0,0,1,0
51,12,4,1,9,0,1,1,0,2,1
39,17,3,0,0,0,1,0,0,1,0
58,10,1,2,8,4,0,0,0,0,1
28,14,2,0,0,0,1,0,0,1,0
55,16,2,0,4,5,1,0,0,1,0
52,17,2,0,0,0,1,0,0,1,0
53,35,2,3,3,0,0,0,0,0,1
40,14,2,0,4,0,1,0,0,1,0
33,11,3,0,0,0,1,0,0,1,0
39,17,3,0,0,0,1,0,0,1,0
59,17,2,0,4,5,1,0,0,1,0
24,9,1,0,1,0,0,0,0,0,1
29,15,2,0,0,0,1,0,0,1,0
49,31,2,3,2,0,0,0,0,0,1
33,12,1,0,0,0,1,0,0,0,0
26,18,2,0,0,0,1,0,0,1,0
50,32,2,3,1,0,0,0,0,0,1
65,14,2,0,4,5,1,0,0,1,0
61,11,1,2,7,4,0,0,0,0,1
21,13,2,0,0,0,0,0,0,1,0
37,20,2,0,0,0,1,0,0,1,0
28,12,1,0,1,0,1,0,0,0,1
49,31,2,3,0,0,0,0,0,0,1
35,14,2,0,0,0,1,0,0,1,0
40,28,2,1,4,1,0,0,1,1,1
42,30,2,1,2,1,0,0,1,1,1
43,14,4,1,11,0,0,1,0,2,1
26,12,1,0,1,0,0,0,0,0,1
45,33,2,1,1,1,0,0,1,1,1
20,11,1,0,0,0,1,0,0,0,0
59,9,1,2,6,4,0,0,0,0,1
21,12,2,0,0,0,1,0,0,1,0
50,13,3,0,3,5,1,0,0,2,0
26,12,2,0,0,0,1,0,0,1,0
35,18,2,0,0,0,1,0,0,1,0
41,12,4,1,9,0,0,1,0,2,1
40,28,2,1,2,1,0,0,1,1,1
29,15,2,0,0,0,1,0,0,1,0
53,35,2,3,2,0,0,0,0,0,1
47,31,3,0,0,0,1,0,0,2,0
31,17,2,0,0,0,1,0,0,1,0
49,15,2,0,4,5,1,0,0,1,0
38,17,2,0,0,2,0,0,0,1,0
41,33,5,0,2,0,1,0,0,4,1
34,17,2,0,0,0,1,0,0,1,0
32,15,2,0,0,0,1,0,0,1,0
31,15,2,0,0,0,1,0,0,1,0
26,17,2,0,0,0,1,0,0,1,0
26,12,2,0,0,0,1,0,0,1,0
26,12,2,0,0,0,1,0,0,1,0
35,18,2,0,0,0,1,0,0,1,0
37,16,2,0,0,0,1,0,0,1,0
42,13,4,1,10,0,0,1,0,2,1
38,16,3,0,0,0,1,0,0,1,0
49,14,2,0,0,0,1,0,0,1,0
34,18,2,0,0,0,1,0,0,1,0
16,9,1,0,0,0,0,0,0,0,0
38,16,3,0,0,0,1,0,0,1,0
46,39,5,0,2,0,0,0,0,4,1
25,11,2,0,0,0,1,0,0,1,0
69,18,2,0,4,5,1,0,0,1,0
47,12,2,0,0,0,1,0,0,1,0
23,14,2,0,0,0,1,0,0,1,0
42,16,2,0,4,0,1,0,0,1,0
27,14,2,0,0,0,1,0,0,1,0
44,18,2,0,4,0,1,0,0,1,0
39,18,2,0,0,0,1,0,0,1,0
41,33,5,0,0,0,1,0,0,4,1
27,14,2,0,0,0,1,0,0,1,0
35,15,2,0,0,0,0,0,0,1,0
26,12,1,0,1,0,0,0,0,0,1
41,34,5,0,1,0,0,0,0,4,1
22,9,1,0,2,0,0,0,0,0,1
45,19,2,0,4,0,1,0,0,1,0
66,13,1,2,8,4,0,0,0,0,1
26,13,2,0,0,0,1,0,0,1,0
28,15,2,0,0,0,1,0,0,1,0
45,33,2,1,0,1,0,0,1,1,1
43,21,2,0,0,2,1,0,0,1,0
40,18,2,0,0,2,1,0,0,1,0
44,14,4,1,11,0,0,1,0,2,1
67,17,1,2,10,4,0,0,0,0,1
28,15,2,0,0,0,1,0,0,1,0
52,40,2,1,2,1,0,0,1,1,1
53,34,2,3,0,0,1,0,0,0,1
29,14,1,0,1,0,0,0,0,0,1
28,13,1,0,1,0,1,0,0,0,1
44,37,5,0,0,0,0,0,0,4,1
51,16,2,0,0,0,1,0,0,1,0
50,31,2,3,0,0,1,0,0,0,1
44,31,2,1,0,1,1,0,1,1,1
49,31,2,3,1,0,0,0,0,0,1
29,14,1,0,1,0,1,0,0,0,1
49,14,4,1,11,0,0,1,0,2,1
23,10,1,0,1,0,0,0,0,0,1
48,29,2,3,1,0,1,0,0,0,1
33,12,2,0,0,0,1,0,0,1,0
62,16,2,0,4,5,1,0,0,1,0
44,12,4,1,9,0,0,1,0,2,1
25,17,2,0,0,0,1,0,0,1,0
67,32,3,0,4,5,0,0,0,2,0
45,13,4,1,10,0,0,1,0,2,1
63,11,2,0,4,7,1,0,0,1,0
44,32,2,1,1,1,0,0,1,1,1
41,29,2,1,1,1,0,0,1,1,1
48,30,2,3,2,0,0,0,0,0,1
51,14,4,1,11,0,1,1,0,2,1
47,28,2,3,1,0,1,0,0,0,1
56,17,2,0,4,5,1,0,0,1,0
27,14,2,0,0,0,1,0,0,1,0
59,12,1,2,7,4,0,0,0,0,1
22,7,1,0,1,0,0,0,0,0,1
34,18,2,0,0,0,1,0,0,1,0
20,11,2,0,0,0,1,0,0,1,0
61,19,2,0,4,5,1,0,0,1,0
22,9,1,0,1,0,0,0,0,0,1
55,6,1,2,7,4,0,0,0,0,1
62,9,1,2,7,4,0,0,0,0,1
55,16,2,0,4,5,0,0,0,1,0
41,11,4,1,8,0,0,1,0,2,1
46,14,4,1,11,0,1,1,0,2,1
50,31,2,3,0,0,1,0,0,0,1
60,20,2,0,4,5,1,0,0,1,0
60,10,1,2,7,4,0,0,0,0,1
63,13,1,2,9,4,0,0,0,0,1
49,31,2,3,2,0,0,0,0,0,1
42,35,5,0,2,0,0,0,0,4,1
46,38,5,0,3,0,1,0,0,4,1
32,16,2,0,0,0,1,0,0,1,0
45,37,5,0,2,0,1,0,0,4,1
47,13,4,1,10,0,0,1,0,2,1
35,13,3,0,0,0,1,0,0,1,0
47,29,2,3,0,0,0,0,0,0,1
47,12,2,0,0,0,1,0,0,1,0
40,12,4,1,9,0,0,1,0,2,1
27,11,1,0,1,0,1,0,0,0,1
44,26,2,3,0,0,0,0,0,0,1
37,24,2,1,2,1,1,0,1,1,1
30,14,2,0,0,0,1,0,0,1,0
61,13,1,2,10,4,0,0,0,0,1
24,10,1,0,0,0,1,0,0,0,0
52,34,2,3,0,0,0,0,0,0,1
62,14,3,0,4,5,1,0,0,1,0
58,19,2,0,4,5,1,0,0,1,0
59,17,2,0,4,5,1,0,0,1,0
29,14,1,0,1,0,1,0,0,0,1
41,19,3,0,0,0,1,0,0,1,0
28,19,2,0,0,0,1,0,0,1,0
28,13,1,0,1,0,0,0,0,0,1
57,13,2,0,4,5,1,0,0,1,0
62,13,1,2,10,4,0,0,0,0,1
52,34,2,3,0,0,0,0,0,0,1
59,9,1,2,6,4,0,0,0,0,1
46,33,2,1,0,1,1,0,1,1,1
28,15,2,0,0,0,1,0,0,1,0
39,27,2,1,1,1,0,0,1,1,1
27,14,2,0,0,0,1,0,0,1,0
48,13,4,1,10,0,1,1,0,2,1
65,22,2,0,4,5,1,0,0,1,0
45,33,2,1,2,1,0,0,1,1,1
48,13,4,1,10,0,1,1,0,2,1
29,15,1,0,1,0,0,0,0,0,1
78,26,2,0,4,7,1,0,0,1,0
22,13,1,0,0,0,1,0,0,0,0
46,33,2,1,1,1,1,0,1,1,1
37,25,2,1,0,1,0,0,1,1,1
21,13,2,0,0,0,1,0,0,1,0
48,32,3,0,0,0,1,0,0,2,0
43,21,2,0,0,2,1,0,0,1,0
47,12,4,1,9,0,0,1,0,2,1
27,14,2,0,0,0,1,0,0,1,0
30,16,2,0,0,0,1,0,0,1,0
27,14,2,0,0,0,1,0,0,1,0
57,15,2,0,4,5,1,0,0,1,0
29,16,1,1,0,0,0,0,0,0,1
31,15,2,0,0,0,0,0,0,1,0
55,20,2,0,4,5,1,0,0,1,0
60,11,1,2,7,4,0,0,0,0,1
73,15,2,0,4,5,1,0,0,1,0
55,37,2,3,2,0,0,0,0,0,1
24,9,1,0,1,0,0,0,0,0,1
